"label" "u-r" "F378-r" "F395-r" "F410-r" "F430-r" "g-r" "F515-r" "r-F660" "r-i" "r-F861" "r-z"
"t10500_g+4.0_p00p04_sed.fits.sed" 2 0.66484200620576 0.17589268303545 -0.283861565130053 -0.398396894747783 -0.358057522890824 -0.297997593299179 -0.235121784911136 0.147375253805045 0.266539590154373 0.42267907394401 0.420748828157748
"t10500_g+4.0_p02p00_sed.fits.sed" 2 0.668219540446074 0.17196739352039 -0.291426980770304 -0.402931115746043 -0.361222298173985 -0.300339554476651 -0.235104175356533 0.148307241546547 0.268274973330222 0.424918495062585 0.422835537439717
"t10500_g+4.0_p02p04_sed.fits.sed" 2 0.656104675923388 0.172539080909985 -0.284848098984646 -0.402119197243856 -0.360415890290909 -0.299782155642973 -0.234861054657998 0.148294252452757 0.268932160211683 0.426889462808546 0.425529629202195
"t10500_g+4.5_m01p04_sed.fits.sed" 2 0.662629327979587 0.288229437031653 -0.210137875194157 -0.365729283608488 -0.33325794801803 -0.285213289354985 -0.236287306688567 0.161786875735856 0.261825710707399 0.428095520667355 0.429160531443877
"t10500_g+4.5_m03p04_sed.fits.sed" 2 0.670057304323237 0.294074227003641 -0.207954986903843 -0.362044049527029 -0.330954724054408 -0.283545407736511 -0.235964285384227 0.161580510258986 0.259972023862787 0.425298922523695 0.425954890467587
"t10500_g+4.5_m05p00_sed.fits.sed" 2 0.682446721379883 0.301215164153739 -0.208765480210204 -0.358635142549183 -0.328961503166887 -0.282132161697213 -0.235889456296398 0.161713995932551 0.257979115905869 0.422016848107894 0.422047139335568
"t10500_g+4.5_m05p04_sed.fits.sed" 2 0.676334237005591 0.297399044889595 -0.20709093632977 -0.359252844824844 -0.329213083838397 -0.282171733064303 -0.235450744394548 0.161069589677695 0.258369153594217 0.422663183029037 0.422934240353797
"t10500_g+4.5_m08p04_sed.fits.sed" 2 0.682912398822502 0.303408349013594 -0.204023483633826 -0.354979691929898 -0.326420721656781 -0.280129657603382 -0.234753497171084 0.160619517288595 0.256296550851793 0.419455279620436 0.419411709305479
"t10500_g+4.5_m10p00_sed.fits.sed" 2 0.689654873669362 0.307627380522383 -0.203524931223853 -0.352582785521662 -0.324844351671899 -0.2790489839701 -0.234717626874954 0.160533607293033 0.254976998935128 0.417290984411665 0.416894055982034
"t10500_g+4.5_m10p04_sed.fits.sed" 2 0.686778532076268 0.306214914885302 -0.20260139790112 -0.352870492535011 -0.32499256525913 -0.279070808601993 -0.234374669779534 0.160271463865087 0.25521583621785 0.417715155695554 0.417441255123435
"t10500_g+4.5_m13p04_sed.fits.sed" 2 0.693050006569074 0.311158480132825 -0.199924474492768 -0.350087613584087 -0.323012514771477 -0.277712321002078 -0.234019381308123 0.160093352635961 0.25401166033236 0.41587378005562 0.415269281655313
"t10500_g+4.5_p00p00_sed.fits.sed" 2 0.669761012617109 0.291696534010811 -0.214270903299855 -0.36673640274973 -0.333966725824126 -0.285998158883267 -0.236690179446718 0.162908375676373 0.262222451949647 0.428690086838067 0.429466793093688
"t10500_g+4.5_p00p04_sed.fits.sed" 2 0.657877787971685 0.287300203496585 -0.209280230688066 -0.366856269374274 -0.333880519361962 -0.285774653835844 -0.236353636345044 0.162266740731397 0.262777846348605 0.429740428751145 0.431232138186971
"t10500_g+4.5_p02p00_sed.fits.sed" 2 0.662989834934194 0.286144601918942 -0.217021505520144 -0.370927573032468 -0.336548638457984 -0.287899115589937 -0.236554103495536 0.163313388050234 0.264333751827103 0.431851686241586 0.433096506978835
"t10500_g+4.5_p02p04_sed.fits.sed" 2 0.648149713055957 0.283129340270662 -0.209237928256826 -0.370367190607425 -0.336008507970078 -0.287356398292978 -0.236247958017003 0.162943384975328 0.264978875210161 0.433367911521103 0.435609594986339
"t10500_g+5.0_m10p00_sed.fits.sed" 2 0.671762241586208 0.406523670557462 -0.112364230291341 -0.308119968759428 -0.292786308869886 -0.262547360485755 -0.235179953541973 0.178340411081962 0.250536420235342 0.418108492918641 0.42700805535631
"t10500_g+5.0_m10p04_sed.fits.sed" 2 0.668510820552747 0.404503852695321 -0.111048034347291 -0.30872970479134 -0.293133431488251 -0.262655213073522 -0.234817643452651 0.17797467375842 0.250827380462205 0.41865161636013 0.427598817160657
"t10500_g+5.0_m13p04_sed.fits.sed" 2 0.673723624498486 0.408214881421713 -0.109365251227956 -0.306064089478994 -0.291383653024376 -0.261453740169358 -0.234534401938575 0.177721735996684 0.249675040353864 0.41680393208101 0.425501727799293
"t10750_g+2.0_m03p04_sed.fits.sed" 2 0.438042598320344 -0.173724571456745 -0.359668647679698 -0.374280815186602 -0.340383997137963 -0.271792690596818 -0.20124004926236 0.0992260613770881 0.25348596155181 0.360102140790964 0.388337056227854
"t10750_g+2.0_m05p00_sed.fits.sed" 2 0.448126023791424 -0.169883307400767 -0.356724091405013 -0.371267902784766 -0.337999937463842 -0.270145901298179 -0.201684900986891 0.098635690944711 0.251508073657298 0.355881045028148 0.383962774867499
"t10750_g+2.0_m05p04_sed.fits.sed" 2 0.445896471668185 -0.169853536554925 -0.356297218926663 -0.370982966075431 -0.337849287045238 -0.270082970536166 -0.201455373411648 0.0985453861320309 0.251785111934801 0.356663656538629 0.384771012394467
"t10750_g+2.0_m10p00_sed.fits.sed" 2 0.469066827756414 -0.161798424267587 -0.352213718452226 -0.367192820401222 -0.334774585459378 -0.26820290305433 -0.202239776705859 0.097877697981275 0.248969455600971 0.349960171289304 0.377459430887107
"t10750_g+2.0_m10p04_sed.fits.sed" 2 0.468061448508706 -0.161589877077283 -0.352137860669536 -0.367241783130147 -0.334986638993122 -0.268331309188042 -0.20214095686287 0.0978815827435682 0.249233150286372 0.35059047290693 0.37805498483975
"t10750_g+2.0_m13p04_sed.fits.sed" 2 0.479879104996542 -0.158010393691725 -0.35072388135621 -0.365971877695252 -0.333947995514983 -0.267750109310093 -0.202331579356802 0.0977237148606207 0.248262288982843 0.347927278257423 0.37508656665922
"t10750_g+2.0_p00p00_sed.fits.sed" 2 0.42560883421924 -0.181366697558843 -0.364760672001829 -0.378700384881412 -0.343589100940392 -0.273681216436039 -0.199652894882426 0.100145394191657 0.25551450785369 0.364153663427551 0.392922193018705
"t10750_g+2.5_m01p04_sed.fits.sed" 2 0.512612578472989 -0.132421116335401 -0.385642372868666 -0.413949983636265 -0.372440881001367 -0.297197595691671 -0.217786060363018 0.111728591613407 0.265899226337645 0.380804563439781 0.399566172904073
"t10750_g+2.5_m03p04_sed.fits.sed" 2 0.52076274814533 -0.127546510666711 -0.38226377263387 -0.410574691506639 -0.369974084874748 -0.295522402947846 -0.21842281164944 0.111020117517974 0.26390883208952 0.377048325772122 0.395506865750782
"t10750_g+2.5_m05p00_sed.fits.sed" 2 0.530009027146463 -0.124117439469863 -0.379675096473079 -0.407510318780119 -0.367714115713028 -0.293853126314133 -0.218744096039231 0.110281838451115 0.261680613760952 0.372503696764099 0.390758910261553
"t10750_g+2.5_m05p04_sed.fits.sed" 2 0.527310407902881 -0.124081874723529 -0.379054077300061 -0.40724756863515 -0.367450816838065 -0.293722911381977 -0.218425160367588 0.110168870829497 0.261995138574882 0.373372866668163 0.391702182360611
"t10750_g+2.5_m08p04_sed.fits.sed" 2 0.538568341192139 -0.11830733139454 -0.375587780482149 -0.404007793498216 -0.365052412885227 -0.292080966815185 -0.218508093969497 0.109516557805854 0.259877945866549 0.369219441919363 0.387133492111488
"t10750_g+2.5_m10p00_sed.fits.sed" 2 0.547182558686949 -0.115684829311562 -0.373961810046197 -0.40234729886469 -0.363614555385738 -0.291126085914939 -0.218608228181424 0.109152874362572 0.258487252991586 0.366185094279082 0.38389097233096
"t10750_g+2.5_m10p04_sed.fits.sed" 2 0.545902897280591 -0.115342284085798 -0.373729288608324 -0.402307687233247 -0.363702096602744 -0.291172227048975 -0.218426728988831 0.109157298947181 0.258751279874488 0.366850365836669 0.384546087847426
"t10750_g+2.5_m13p04_sed.fits.sed" 2 0.556880113053133 -0.111259613573594 -0.371706684023934 -0.400575075852579 -0.362286441718226 -0.290269790840796 -0.218380804623592 0.108913034177448 0.257547608832681 0.364138294904038 0.381462564447801
"t10750_g+2.5_p00p00_sed.fits.sed" 2 0.51247302482723 -0.135147356272796 -0.388583095113098 -0.416065998695686 -0.374108450471176 -0.298191449935963 -0.21754021595973 0.1122354974963 0.266471558996905 0.381423392444866 0.400277192694759
"t10750_g+2.5_p00p04_sed.fits.sed" 2 0.50940844815797 -0.133712856275942 -0.387874113512396 -0.416549100835134 -0.374422707112245 -0.298590523877927 -0.217618602146054 0.112447311109449 0.267206062517488 0.383398265224194 0.40210616863277
"t10750_g+2.5_p02p00_sed.fits.sed" 2 0.503051880051963 -0.141011690921054 -0.392953306618089 -0.420275422067398 -0.377113085456749 -0.300092370416536 -0.215860609159392 0.11307532260097 0.268620863214359 0.385543384663308 0.404800473315227
"t10750_g+2.5_p02p04_sed.fits.sed" 2 0.500582432404784 -0.138111046069582 -0.392362376574042 -0.421577794701513 -0.378173242282578 -0.301078777767572 -0.216313662011238 0.113568172099157 0.269724178824696 0.388464821715374 0.407309851220617
"t10750_g+3.0_m01p04_sed.fits.sed" 2 0.565909555850723 -0.0608216636478716 -0.380339620719468 -0.427446861440117 -0.383316204299447 -0.307763755736964 -0.228365118378633 0.122056353146007 0.270514209289558 0.397976484367554 0.407785946268156
"t10750_g+3.0_m03p04_sed.fits.sed" 2 0.572870516881856 -0.0560102133650702 -0.376844172470683 -0.423696565510873 -0.380607756114109 -0.305826450436598 -0.228512597025741 0.121206384951819 0.268350396619283 0.394158758198735 0.403677197116352
"t10750_g+3.0_m05p00_sed.fits.sed" 2 0.58162687841957 -0.0527250864696356 -0.374601206279152 -0.420468497660067 -0.378343502230869 -0.304080965223051 -0.228569389486907 0.120403133014747 0.265991930188662 0.389592509848029 0.39883945724177
"t10750_g+3.0_m05p04_sed.fits.sed" 2 0.578431131616206 -0.0529152656157237 -0.373812463624049 -0.420262151812736 -0.37808205136222 -0.303944037326865 -0.228238883920412 0.120326072853857 0.266327738188998 0.390453064002713 0.399836630228819
"t10750_g+3.0_m08p04_sed.fits.sed" 2 0.587649372979385 -0.0469572205959494 -0.369830039340812 -0.416387153969097 -0.375179392789846 -0.301868261248295 -0.227861986684537 0.119501797854667 0.263955578576045 0.386242412968265 0.395255637991028
"t10750_g+3.0_m10p00_sed.fits.sed" 2 0.595708869177095 -0.04413718427341 -0.368118783549036 -0.414462889885378 -0.37363163004774 -0.300782022986922 -0.227796669124267 0.119121351968218 0.262477291646356 0.383281572338213 0.392021286555334
"t10750_g+3.0_m10p04_sed.fits.sed" 2 0.594185590142175 -0.043823848385415 -0.367776330780174 -0.414427109870196 -0.373675423295623 -0.300801812955989 -0.227590324874562 0.119111753352861 0.262734538445748 0.383911462558089 0.392689918843466
"t10750_g+3.0_m13p04_sed.fits.sed" 2 0.604526321259335 -0.0391393753872293 -0.365298820105224 -0.412349185930381 -0.371972662295697 -0.299663188664368 -0.227353717352102 0.118868602390862 0.261444520399991 0.381379069047952 0.38972998634793
"t10750_g+3.0_p00p00_sed.fits.sed" 2 0.567581119737447 -0.0630895325267034 -0.383801798124281 -0.429783989048765 -0.38516077809188 -0.308971971892397 -0.228375255161765 0.122614295389347 0.271157722759035 0.398617572288721 0.408389477293383
"t10750_g+3.0_p00p04_sed.fits.sed" 2 0.56258496311073 -0.0615659115771052 -0.381947232536092 -0.429667274399129 -0.384992588252764 -0.3089793636723 -0.22826204295496 0.122725638072794 0.271787713882659 0.400546754392288 0.41035218176205
"t10750_g+3.0_p02p00_sed.fits.sed" 2 0.559645742482473 -0.0687768363953793 -0.388339675274068 -0.434395319353563 -0.388449366606359 -0.311182155817292 -0.22726803087523 0.123512873641189 0.273525192720982 0.402841223669057 0.412982559555793
"t10750_g+3.0_p02p04_sed.fits.sed" 2 0.554228793190106 -0.0653151667577347 -0.385776845492884 -0.434522034210268 -0.388486225368673 -0.311424518498768 -0.227365208185951 0.123954405681737 0.274393205189774 0.40566782775646 0.415672850607336
"t10750_g+3.5_m01p04_sed.fits.sed" 2 0.59782470616711 0.0300739150009193 -0.353621330315143 -0.425231168658115 -0.381503377700163 -0.309697135859388 -0.234812113781985 0.132785402214765 0.271540697319708 0.414092100590516 0.417087754150899
"t10750_g+3.5_m03p04_sed.fits.sed" 2 0.604333355939545 0.0349493004540165 -0.35022854576831 -0.421344884059131 -0.378762588409501 -0.30767335905248 -0.234642124847646 0.131972290829587 0.269354629444933 0.410443737758591 0.413120663552775
"t10750_g+3.5_m05p00_sed.fits.sed" 2 0.613261526733162 0.0385596342378989 -0.348479679905594 -0.418098397471624 -0.376472187398981 -0.30592125813358 -0.234491078792914 0.13124245846106 0.267012665529201 0.406165976215135 0.408438698220124
"t10750_g+3.5_m05p04_sed.fits.sed" 2 0.609459016471071 0.0377885304171102 -0.347543142188719 -0.417991808806036 -0.376263400472673 -0.305803890523691 -0.234132803876243 0.131078603684436 0.267364808557936 0.406924828674619 0.409420595241095
"t10750_g+3.5_m08p04_sed.fits.sed" 2 0.617262044707267 0.0438608677803316 -0.343369072475106 -0.413764774625534 -0.373158516387591 -0.303500824475584 -0.23343997428065 0.130261185355742 0.264947401630039 0.40290764791461 0.405051286270876
"t10750_g+3.5_m10p00_sed.fits.sed" 2 0.624894552429261 0.0470803344615689 -0.341646108526135 -0.411673010036445 -0.371522370428018 -0.302337385269404 -0.233305910833643 0.129866425642 0.263466426417644 0.400161913083267 0.401979735426657
"t10750_g+3.5_m10p04_sed.fits.sed" 2 0.623114452273541 0.0471822282074541 -0.34122326084551 -0.411656950157692 -0.371547661532325 -0.302341269126472 -0.233068520914053 0.129831740789044 0.263725208011707 0.400744098880821 0.402638549016942
"t10750_g+3.5_m13p04_sed.fits.sed" 2 0.632785500184163 0.0525397997006252 -0.338404190947564 -0.409319090870099 -0.369693154762707 -0.301074685057074 -0.232719172515566 0.129660862002815 0.26244579803587 0.398528199218518 0.399951027040323
"t10750_g+3.5_p00p00_sed.fits.sed" 2 0.601016417566662 0.0286681634399812 -0.357435085817265 -0.427562043034825 -0.383360188730741 -0.310987913931015 -0.235089101794706 0.133425694419742 0.272176208014272 0.41476707548118 0.41759396052985
"t10750_g+3.5_p00p04_sed.fits.sed" 2 0.594236420387602 0.0296174148182544 -0.354643831533799 -0.427163857730676 -0.382918323558684 -0.310765017488755 -0.234844492348245 0.133443725015269 0.272751242330848 0.416486162196769 0.419580257229711
"t10750_g+3.5_p02p00_sed.fits.sed" 2 0.593987089947625 0.0231277519444717 -0.361821916814456 -0.432290764254716 -0.386642382508882 -0.313311237590092 -0.234488982789749 0.134309460083628 0.274614449908363 0.418820751149731 0.42203641564231
"t10750_g+3.5_p02p04_sed.fits.sed" 2 0.585949775195331 0.0262192317498844 -0.357690518616842 -0.431769648939586 -0.386169540026337 -0.313109892055095 -0.234414867892916 0.134663416983052 0.275360116809047 0.421362679730713 0.424787264736864
"t10750_g+4.0_m01p04_sed.fits.sed" 2 0.612232338271134 0.134696872310435 -0.30706206712243 -0.410155288083089 -0.369472517193039 -0.305104329638574 -0.238659639114886 0.145208546273167 0.270163168068905 0.427212291040263 0.427282178371001
"t10750_g+4.0_m03p04_sed.fits.sed" 2 0.618865902982556 0.139848891966295 -0.303943613538692 -0.406245561439555 -0.366740401344138 -0.303108357768863 -0.238306580053155 0.1445847443171 0.268092571665619 0.423908578845719 0.423615867318361
"t10750_g+4.0_m05p00_sed.fits.sed" 2 0.628588784401316 0.144263861114204 -0.3029738978137 -0.402997586649285 -0.364561816558719 -0.301447907104937 -0.238047340074722 0.144012486644264 0.265864751605257 0.420057592030197 0.419218748622974
"t10750_g+4.0_m05p04_sed.fits.sed" 2 0.624066592287512 0.142528779723904 -0.301877583719737 -0.403082506313922 -0.364505396513053 -0.301368083993097 -0.23764953691304 0.143709304966215 0.266222948761282 0.420695436846742 0.420135245382539
"t10750_g+4.0_m08p04_sed.fits.sed" 2 0.631053104271253 0.14857193495466 -0.297867500974448 -0.398729439969408 -0.361319150507896 -0.299046190036705 -0.236835002332583 0.142946019276394 0.263910894790477 0.417006921660338 0.416101753333599
"t10750_g+4.0_m10p00_sed.fits.sed" 2 0.638407853924761 0.152308593967689 -0.296298365180128 -0.396522840690679 -0.359588328290947 -0.297864647250243 -0.2367018107674 0.142688529772698 0.262504988183807 0.414556518489839 0.413290405925004
"t10750_g+4.0_m10p04_sed.fits.sed" 2 0.636306804159773 0.151952482331971 -0.295787792812717 -0.396587322262569 -0.359667456555542 -0.297877554787291 -0.236434995978271 0.142592655292745 0.262750026364138 0.415062846618767 0.413895323228147
"t10750_g+4.0_m13p04_sed.fits.sed" 2 0.645150126349179 0.157831233160337 -0.292701249415479 -0.394012721600724 -0.357599556335757 -0.296523624259208 -0.236065889244848 0.142516366369797 0.261533255935298 0.413108207289973 0.411506596325701
"t10750_g+4.0_p00p00_sed.fits.sed" 2 0.616783075652172 0.134745774790417 -0.311087394262266 -0.412213092723796 -0.371073648856743 -0.306316264945238 -0.239086666528259 0.145976134670462 0.270741878683374 0.427928322363883 0.427716304334353
"t10750_g+4.0_p00p04_sed.fits.sed" 2 0.6082117865665 0.134225219467623 -0.307417669838344 -0.411788814734386 -0.37057810611671 -0.306010168802359 -0.238810727663463 0.14586605959839 0.271293557117019 0.429303437190299 0.429627926071973
"t10750_g+4.0_p02p00_sed.fits.sed" 2 0.610074941385157 0.129281727752478 -0.314957287013229 -0.416720031864728 -0.374112823386511 -0.308526026702495 -0.238825316199744 0.146761349815051 0.273088426491178 0.431668417855462 0.431866124072869
"t10750_g+4.0_p02p04_sed.fits.sed" 2 0.59944276359986 0.130682336143671 -0.309342138379229 -0.415885281705712 -0.373399664242321 -0.308073827404201 -0.238641813233009 0.146919954315237 0.273772016435544 0.433655494318394 0.43451896530145
"t10750_g+4.5_m01p04_sed.fits.sed" 2 0.611174453317389 0.243982563264858 -0.239531559494942 -0.382637416959028 -0.348376617810899 -0.294904847373225 -0.240753728433312 0.160110774470823 0.26716290912222 0.435232160047008 0.43778435445158
"t10750_g+4.5_m03p04_sed.fits.sed" 2 0.618244152241552 0.249535762069321 -0.236837182743166 -0.378769140530373 -0.345771620668238 -0.293042153312619 -0.240336632236591 0.159719265367151 0.265244421125004 0.432290367008363 0.434456066302616
"t10750_g+4.5_m05p00_sed.fits.sed" 2 0.629237454988072 0.255425355782243 -0.236891580883352 -0.375469009939643 -0.34360818029208 -0.291497680082507 -0.240131432472801 0.159500278800813 0.263166263445953 0.428872212371623 0.430402301060134
"t10750_g+4.5_m05p04_sed.fits.sed" 2 0.623971738484357 0.252428709344741 -0.235596126867605 -0.375900098858708 -0.343806275912108 -0.291516277397932 -0.239713548288698 0.159003804269695 0.263555177987314 0.429474981519668 0.431274616887322
"t10750_g+4.5_m08p04_sed.fits.sed" 2 0.630640271884957 0.258276535935295 -0.23209385282631 -0.371605482323943 -0.340787009297436 -0.289340863613539 -0.238930590515061 0.15838408263285 0.261417614187131 0.426146230423456 0.427587745458773
"t10750_g+4.5_m10p00_sed.fits.sed" 2 0.637707612281737 0.262357315957395 -0.23100235835426 -0.369302815490727 -0.33908656389341 -0.28819734211686 -0.238855554759368 0.158207794752236 0.260093097796272 0.423888618519577 0.42498687933935
"t10750_g+4.5_m10p04_sed.fits.sed" 2 0.635241419233274 0.261396059196336 -0.230307972924926 -0.369490241663705 -0.33923302021342 -0.288223925096794 -0.238539243817712 0.158030959677973 0.260334750522439 0.424362077065673 0.425558761716836
"t10750_g+4.5_m13p04_sed.fits.sed" 2 0.643048545849908 0.267105080230792 -0.227312733798996 -0.366843202179147 -0.337242193272836 -0.286921006668379 -0.238240421394401 0.158013008435979 0.259208764780773 0.422576420531975 0.423420472291355
"t10750_g+4.5_p00p00_sed.fits.sed" 2 0.617081457959578 0.246135317315677 -0.243606039000895 -0.384099057134371 -0.349448929421001 -0.295875931558577 -0.241240497648839 0.161085105346309 0.267626308774688 0.435887026520263 0.438152939597131
"t10750_g+4.5_p00p04_sed.fits.sed" 2 0.606620322216699 0.243014015606668 -0.23918477972758 -0.383971093505906 -0.349255627704366 -0.295622212346387 -0.2408804190704 0.160652134633949 0.268178014096272 0.43691898828547 0.439899069484213
"t10750_g+4.5_p02p00_sed.fits.sed" 2 0.610185194267999 0.240495577035247 -0.246858057344404 -0.388328073648211 -0.352191134054848 -0.297853396835066 -0.24110182933731 0.161620312533294 0.269802451117044 0.439212957797011 0.441924889049297
"t10750_g+4.5_p02p04_sed.fits.sed" 2 0.596978643195229 0.23864038241409 -0.239998974357377 -0.387598646039741 -0.351629714119348 -0.297363973776164 -0.240854987246145 0.161475859960021 0.270459076449278 0.440607014129192 0.444352859297148
"t10750_g+5.0_m10p00_sed.fits.sed" 2 0.624202650600118 0.362905687577545 -0.145146305223676 -0.328886282692402 -0.309895523919046 -0.273559672311883 -0.240175848685674 0.176224040143182 0.25640784458249 0.425904395372697 0.435614277364635
"t10750_g+5.0_m13p04_sed.fits.sed" 2 0.627876422569095 0.366037816429575 -0.141746092414728 -0.326640319429288 -0.308286146252939 -0.272414526715423 -0.239609828838141 0.175857874901432 0.255586256728201 0.424655074008861 0.434159718933003
"t11000_g+2.0_m03p04_sed.fits.sed" 2 0.375331816804056 -0.194258288085756 -0.368664675211377 -0.380359684180668 -0.346356718931403 -0.275773582780502 -0.203573660531653 0.098647506144701 0.256029580589619 0.368457653757673 0.398121477030323
"t11000_g+2.0_m05p00_sed.fits.sed" 2 0.386351346058099 -0.189919748060078 -0.365446903845353 -0.377264594604341 -0.343738742184996 -0.274028635480292 -0.203951269213519 0.0981037749811264 0.254137422291663 0.364353983310345 0.393851268638436
"t11000_g+2.0_m05p04_sed.fits.sed" 2 0.384196436150198 -0.190027929342982 -0.3652267410476 -0.377043168670106 -0.343702923746783 -0.274031267925281 -0.203774584778031 0.0980100421241659 0.254407685760007 0.365106538180392 0.39462249973888
"t11000_g+2.0_m10p04_sed.fits.sed" 2 0.408311042879134 -0.181215582116835 -0.360936794960928 -0.373344382534121 -0.340766450011451 -0.272294054221675 -0.20448218651952 0.0974435888510854 0.25204966056242 0.359213920656927 0.388060929105734
"t11000_g+2.0_m13p04_sed.fits.sed" 2 0.420778325974474 -0.177455638242144 -0.359512746890495 -0.372125687119443 -0.339668598160884 -0.271708632005939 -0.204675128875067 0.0973182137586051 0.25116157390692 0.356634445531505 0.385168400368357
"t11000_g+2.0_p00p00_sed.fits.sed" 2 0.361576438330111 -0.20233760433306 -0.373863600586375 -0.384861648435574 -0.349658023592141 -0.277698061815322 -0.202022007383917 0.0995716393919466 0.257982947299929 0.372473280131416 0.402687277625866
"t11000_g+2.5_m01p04_sed.fits.sed" 2 0.448656367875941 -0.155739328490149 -0.395874691506066 -0.420436191814503 -0.378901995745778 -0.301364821098829 -0.219949866897466 0.11099054994547 0.268576424603481 0.388774635904547 0.409390988085889
"t11000_g+2.5_m03p04_sed.fits.sed" 2 0.457780134434969 -0.150458679346769 -0.392265527388155 -0.41695066488932 -0.376334791483416 -0.299644651189162 -0.220605610166714 0.110275346984189 0.266653853164335 0.38505987790829 0.405352886745732
"t11000_g+2.5_m05p00_sed.fits.sed" 2 0.468138058574461 -0.146496815914595 -0.389294118367637 -0.413838386897211 -0.373805050849633 -0.297898450910886 -0.220925447496171 0.109598834919531 0.264520383987424 0.380602356230462 0.40067198704898
"t11000_g+2.5_m05p04_sed.fits.sed" 2 0.465594088992233 -0.146590949275797 -0.38891314673522 -0.413649843764972 -0.373714196610003 -0.297864281678201 -0.220692565249664 0.10951921675607 0.264830442653761 0.381435858222716 0.401567626686003
"t11000_g+2.5_m08p04_sed.fits.sed" 2 0.47874726076207 -0.140378068571323 -0.385432608022938 -0.410580560288764 -0.371330487654511 -0.296301765955434 -0.220877302955714 0.108972804471357 0.262876181617742 0.377392502390833 0.397060280722656
"t11000_g+2.5_m10p00_sed.fits.sed" 2 0.488288366194922 -0.137426675029388 -0.383699336375685 -0.408930608402706 -0.369783189038337 -0.295336290438527 -0.221002840810065 0.108646029770171 0.261571189210237 0.374444801698033 0.393872992044983
"t11000_g+2.5_m10p04_sed.fits.sed" 2 0.48703869259257 -0.137193186411821 -0.383588055615974 -0.408955982005857 -0.369971699607738 -0.295439324949768 -0.220862950486818 0.108655036158694 0.261837910165887 0.375086518642277 0.394509386101554
"t11000_g+2.5_m13p04_sed.fits.sed" 2 0.498868097832059 -0.132961809189261 -0.381618250184971 -0.407298808800661 -0.368567610930363 -0.294582767778401 -0.220870113154724 0.108466305907648 0.260717022121966 0.37242706799627 0.391466956626829
"t11000_g+2.5_p00p00_sed.fits.sed" 2 0.447833860491407 -0.158577117951133 -0.398608932994655 -0.422529086086925 -0.380503915692245 -0.302296263760873 -0.219622250134769 0.111478856759888 0.26913345762641 0.389435646505227 0.410165052909782
"t11000_g+2.5_p00p04_sed.fits.sed" 2 0.445042764635858 -0.157318494832381 -0.398323367452022 -0.423083311656526 -0.381042637079887 -0.30281864183592 -0.219775673250624 0.111686397304197 0.269876342134012 0.391357656525656 0.411932016827535
"t11000_g+2.5_p02p00_sed.fits.sed" 2 0.437656054878353 -0.164987652708199 -0.403419099611675 -0.427010882873681 -0.383804943557834 -0.304356931872562 -0.217973025112776 0.112351067867621 0.271256190146858 0.393536379620045 0.414672446596406
"t11000_g+2.5_p02p04_sed.fits.sed" 2 0.43548005122252 -0.162368867748022 -0.40341357909913 -0.428394485682766 -0.385120860360665 -0.305493185284185 -0.218518595656647 0.112878065984511 0.27236859072999 0.396366666788524 0.417098660809152
"t11000_g+3.0_m01p04_sed.fits.sed" 2 0.503272494724889 -0.0877361311703595 -0.392377737917514 -0.434676281392591 -0.390515936016719 -0.312355059703293 -0.23059163363591 0.121141991643057 0.273562248928584 0.405315322887446 0.417356285361734
"t11000_g+3.0_m03p04_sed.fits.sed" 2 0.510977552193076 -0.0825900269908999 -0.38859297095054 -0.430861499227895 -0.387638402534414 -0.3103575855625 -0.230789289101089 0.12028071894116 0.271430884521671 0.401468718453572 0.413214823447873
"t11000_g+3.0_m05p00_sed.fits.sed" 2 0.520628338549422 -0.0788704956076458 -0.385886319623587 -0.427619709436669 -0.38512810725431 -0.308540871048436 -0.230871250478458 0.119489250328577 0.269122834536866 0.396919802880149 0.408390391896795
"t11000_g+3.0_m05p04_sed.fits.sed" 2 0.517676946530869 -0.0790922286516178 -0.385365274484691 -0.427461264095143 -0.385007397263493 -0.308483328146309 -0.230591405612138 0.119414502770809 0.269464238318818 0.397765217333259 0.409354147901546
"t11000_g+3.0_m08p04_sed.fits.sed" 2 0.528997532746082 -0.07261219649304 -0.381327389132196 -0.423773307854795 -0.382176461664436 -0.306523242874796 -0.230373403630061 0.118727329027038 0.267245889005103 0.393659816915338 0.404798690730139
"t11000_g+3.0_m10p00_sed.fits.sed" 2 0.538101198608061 -0.0694450003985736 -0.379487784975765 -0.421927408714339 -0.38052733268669 -0.305441777865703 -0.23034082706009 0.118401311299429 0.265847759096069 0.390773225647521 0.401608350079592
"t11000_g+3.0_m10p04_sed.fits.sed" 2 0.53664353724443 -0.0692089452728055 -0.379259665408867 -0.421903068565065 -0.380656750511086 -0.305505573254088 -0.230176330130384 0.118406488397397 0.266115738869722 0.391399185748114 0.402264655359289
"t11000_g+3.0_m13p04_sed.fits.sed" 2 0.547909820351101 -0.0644083753960061 -0.376867831362993 -0.419954941264685 -0.378999230697211 -0.304438703123701 -0.230012201197603 0.118200144314514 0.264895759959337 0.388879325317355 0.399300146160343
"t11000_g+3.0_p00p00_sed.fits.sed" 2 0.504190371829523 -0.0902143583007629 -0.395604372056241 -0.43703540206878 -0.392326302322203 -0.313516997509574 -0.230530762782692 0.121680807231172 0.274199974972547 0.406014157155496 0.418044894261122
